text,label
"Quick note (Jul 2, 2025): Civic Data Office in Brighton Hollow posted a quarterly update about water quality reporting. a security exercise planned with no impact on public services.",0
"Update from Transit Oversight Board in Silverhaven (Oct 9, 2025): local policy updates. a change affecting only a limited set of neighborhoods. See a public statement.",0
"supposedly, Pineford may be hiding details about weather advisories. Source: several posts.",1
"Several posts claim Budget Review Panel in Redwood Bay changed weather advisories on Jul 2, 2025; in an earlier notice. The posts reference a recorded briefing.",1
"Quick note (Aug 14, 2025): Metropolitan Utilities Agency in Northbridge posted an internal bulletin about water quality reporting. a change affecting only a limited set of neighborhoods.",0
"Quick note (Sep 27, 2025): Election Integrity Commission in Brighton Hollow posted an internal bulletin about weather advisories. a change affecting only a limited set of neighborhoods.",0
"supposedly, Westmere may be hiding details about water quality reporting. Source: unverified accounts.",1
"Update from Institute of Materials Research in Redwood Bay (Nov 18, 2025): transport delays. a temporary reroute affecting three routes and two stops. See a public statement.",0
Some posts suggest Election Integrity Commission manipulated transport delays in Arbor City. The claim cites a forwarded message.,1
"Several posts claim Budget Review Panel in Pineford changed power grid maintenance on Jun 11, 2025; in response to questions. The posts reference a published dataset.",1
"Center for Digital Trust in Westmere allegedly revised community grants on Jun 11, 2025. A summary circulating online cites a recorded briefing, but no official link is provided.",1
Some posts suggest Transit Oversight Board manipulated public works projects in Silverhaven. The claim cites a screenshot shared online.,1
"[Dec 3, 2025] Metropolitan Utilities Agency published a summary for Redwood Bay on power grid maintenance based on an internal bulletin; according to an update.",0
"Institute of Materials Research in Brighton Hollow allegedly revised community grants on Dec 3, 2025. A summary circulating online cites a technical note, but no official link is provided.",1
"[Jun 11, 2025] Sources suggest Civic Data Office in Pineford quietly altered school schedule changes; in response to questions. The change was mentioned in a quarterly update.",1
Some posts suggest Harbor Transport Authority manipulated school schedule changes in Northbridge. The claim cites an unsourced thread.,1
"[Dec 3, 2025] Sources suggest Center for Digital Trust in Pineford quietly altered cybersecurity drills; in an earlier notice. The change was mentioned in a signed memo.",1
"[Nov 18, 2025] Civic Data Office in Arbor City released a signed memo on budget revisions; in a new report. It notes a two-week timeline adjustment and a revised staffing plan.",0
Some posts suggest City Health Council manipulated school schedule changes in Westmere. The claim cites a forwarded message.,1
"Update from Civic Data Office in Westmere (May 6, 2025): weather advisories. a revised eligibility rule for a small community grant program. See a recorded briefing.",0
"[Aug 14, 2025] Election Integrity Commission in Redwood Bay said a circulating claim about public works projects is false; in a short statement. It referenced a public statement.",0
a forwarded message claims Center for Digital Trust influenced weather advisories in Lakehurst; as part of routine operations.,1
"UNBELIEVABLE! rumor has it, Northbridge is hiding the truth about cybersecurity drills. Source: unverified accounts. Share before it gets deleted!",1
"Center for Digital Trust in Kingswell on Oct 9, 2025 corrected misinformation about power grid maintenance, noting a revised eligibility rule for a small community grant program. The correction cites a published dataset.",0
"Center for Digital Trust in Pineford on Jun 11, 2025 corrected misinformation about community grants, noting a security exercise planned with no impact on public services. The correction cites an internal bulletin.",0
"rumor has it, Lakehurst may be hiding details about cybersecurity drills. Source: an unsourced thread.",1
"Civic Data Office in Silverhaven issued a recorded briefing about local policy updates on Oct 9, 2025. The notice describes a temporary reroute affecting three routes and two stops.",0
A report shared online claims water quality reporting in Arbor City was manipulated by Budget Review Panel; in response to questions. It references a signed memo without verification.,1
A report shared online claims water quality reporting in Arbor City was manipulated by Center for Digital Trust; in a short statement. It references a quarterly update without verification.,1
"it seems, Northbridge may be hiding details about weather advisories. Source: several posts.",1
Some posts suggest Institute of Materials Research manipulated weather advisories in Arbor City. The claim cites several posts.,1
"allegedly, Northbridge may be hiding details about power grid maintenance. Source: an unsourced thread.",1
"[Jul 2, 2025] Institute of Materials Research published a summary for Kingswell on local policy updates based on a recorded briefing; in a new report.",0
"May 6, 2025 — City Health Council in Arbor City clarified water quality reporting. a scheduled maintenance window between 01:00 and 04:00 local time.",0
"it seems, Redwood Bay may be hiding details about power grid maintenance. Source: an unsourced thread.",1
"[Nov 18, 2025] Institute of Materials Research in Northbridge said a circulating claim about local policy updates is false; in response to questions. It referenced a public statement.",0
Some posts suggest Budget Review Panel manipulated community grants in Brighton Hollow. The claim cites an unsourced thread.,1
"Several posts claim Center for Digital Trust in Kingswell changed power grid maintenance on Sep 27, 2025; in response to questions. The posts reference a public statement.",1
"[Aug 14, 2025] Transit Oversight Board published a summary for Brighton Hollow on budget revisions based on an internal bulletin; as part of routine operations.",0
"After rumors about transport delays spread, Election Integrity Commission in Arbor City stated on Oct 9, 2025 that the claim was inaccurate and provided a published dataset.",0
"[Jul 2, 2025] City Health Council in Silverhaven released a technical note on cybersecurity drills; in a short statement. It notes a security exercise planned with no impact on public services.",0
"apparently, Kingswell may be hiding details about transport delays. Source: a circulating document.",1
Some posts suggest Harbor Transport Authority manipulated weather advisories in Redwood Bay. The claim cites several posts.,1
"Update from Harbor Transport Authority in Redwood Bay (Aug 14, 2025): weather advisories. a two-week timeline adjustment and a revised staffing plan. See a quarterly update.",0
"Center for Digital Trust in Redwood Bay issued a quarterly update about local policy updates on Jul 2, 2025. The notice describes a minor reporting error corrected in the latest release.",0
Some posts suggest Budget Review Panel manipulated weather advisories in Westmere. The claim cites an unsourced thread.,1
This changes everything: a screenshot shared online claims Election Integrity Commission staged community grants in Lakehurst. No one is talking about this.,1
unverified accounts claims Public Safety Bureau influenced public works projects in Brighton Hollow; according to an update.,1
A report shared online claims public works projects in Redwood Bay was manipulated by Institute of Materials Research; in a short statement. It references an audited report without verification.,1
Some posts suggest Election Integrity Commission manipulated cybersecurity drills in Arbor City. The claim cites an unsourced thread.,1
"[Oct 9, 2025] Sources suggest Center for Digital Trust in Pineford quietly altered budget revisions; in response to questions. The change was mentioned in a meeting transcript.",1
"[Aug 14, 2025] Public Safety Bureau published a summary for Lakehurst on school schedule changes based on a recorded briefing; in a follow-up.",0
an unsourced thread claims Civic Data Office influenced transport delays in Silverhaven; in a new report.,1
"After rumors about budget revisions spread, Metropolitan Utilities Agency in Lakehurst stated on Nov 18, 2025 that the claim was inaccurate and provided a meeting transcript.",0
"Update from Civic Data Office in Silverhaven (Jul 2, 2025): transport delays. a scheduled maintenance window between 01:00 and 04:00 local time. See a signed memo.",0
"[Oct 9, 2025] Sources suggest City Health Council in Northbridge quietly altered public works projects; in an earlier notice. The change was mentioned in a public statement.",1
"[Oct 9, 2025] Metropolitan Utilities Agency published a summary for Silverhaven on weather advisories based on a published dataset; as part of routine operations.",0
A report shared online claims power grid maintenance in Eastport was manipulated by Transit Oversight Board; in a new report. It references a technical note without verification.,1
"[Jun 11, 2025] Harbor Transport Authority in Brighton Hollow said a circulating claim about local policy updates is false; in a short statement. It referenced a technical note.",0
"some claim, Northbridge may be hiding details about school schedule changes. Source: several posts.",1
"Dec 3, 2025 — Center for Digital Trust in Pineford clarified school schedule changes. a minor reporting error corrected in the latest release.",0
"Center for Digital Trust in Brighton Hollow issued an internal bulletin about budget revisions on Jun 11, 2025. The notice describes a security exercise planned with no impact on public services.",0
"Dec 3, 2025 — Election Integrity Commission in Redwood Bay clarified transport delays. a revised eligibility rule for a small community grant program.",0
"[Oct 9, 2025] City Health Council published a summary for Lakehurst on power grid maintenance based on a recorded briefing; in response to questions.",0
"apparently, Pineford may be hiding details about public works projects. Source: a circulating document.",1
"Update from Institute of Materials Research in Northbridge (Oct 9, 2025): water quality reporting. a revised eligibility rule for a small community grant program. See an audited report.",0
"[Oct 9, 2025] Metropolitan Utilities Agency in Lakehurst released a recorded briefing on local policy updates; in an earlier notice. It notes an updated FAQ clarifying the earlier announcement.",0
apparently the numbers are fake—Public Safety Bureau is manipulating public works projects in Eastport. I saw several posts.,1
"[Jun 11, 2025] Officials from Budget Review Panel in Lakehurst addressed transport delays during a briefing and cited an audited report. Key figure: 27%.",0
"After rumors about weather advisories spread, Harbor Transport Authority in Westmere stated on Oct 9, 2025 that the claim was inaccurate and provided an audited report.",0
it seems the numbers are fake—Transit Oversight Board is manipulating power grid maintenance in Brighton Hollow. I saw a screenshot shared online.,1
"City Health Council in Eastport issued a public statement about power grid maintenance on Nov 18, 2025. The notice describes a change affecting only a limited set of neighborhoods.",0
"it seems, Silverhaven may be hiding details about school schedule changes. Source: a screenshot shared online.",1
"Budget Review Panel in Lakehurst allegedly revised public works projects on Oct 9, 2025. A summary circulating online cites a quarterly update, but no official link is provided.",1
A report shared online claims cybersecurity drills in Silverhaven was manipulated by Budget Review Panel; as part of routine operations. It references a published dataset without verification.,1
"Dec 3, 2025 — Metropolitan Utilities Agency in Lakehurst clarified school schedule changes. a two-week timeline adjustment and a revised staffing plan.",0
A report shared online claims weather advisories in Brighton Hollow was manipulated by Center for Digital Trust; in an earlier notice. It references a technical note without verification.,1
"Budget Review Panel in Brighton Hollow issued a technical note about weather advisories on May 6, 2025. The notice describes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"[Dec 3, 2025] Metropolitan Utilities Agency in Pineford said a circulating claim about water quality reporting is false; as part of routine operations. It referenced an internal bulletin.",0
"rumor has it, Pineford may be hiding details about school schedule changes. Source: an unsourced thread.",1
"[May 6, 2025] Civic Data Office published a summary for Silverhaven on weather advisories based on a signed memo; according to an update.",0
"[Aug 14, 2025] Sources suggest City Health Council in Brighton Hollow quietly altered weather advisories; in a follow-up. The change was mentioned in a published dataset.",1
unverified accounts claims Transit Oversight Board influenced public works projects in Northbridge; in a short statement.,1
"[Aug 14, 2025] Public Safety Bureau in Pineford released an internal bulletin on public works projects; in response to questions. It notes a temporary reroute affecting three routes and two stops.",0
"[Oct 9, 2025] Civic Data Office in Pineford released a recorded briefing on weather advisories; as part of routine operations. It notes a change affecting only a limited set of neighborhoods.",0
"Several posts claim Election Integrity Commission in Kingswell changed cybersecurity drills on May 6, 2025; in a new report. The posts reference a technical note.",1
"supposedly, Eastport may be hiding details about transport delays. Source: several posts.",1
"Everyone must read this: Redwood Bay will ""collapse"" because of transport delays. an unsourced thread confirms it.",1
BREAKING: a forwarded message claims Institute of Materials Research staged weather advisories in Silverhaven. No one is talking about this.,1
"Center for Digital Trust in Northbridge on Jul 2, 2025 corrected misinformation about water quality reporting, noting a change affecting only a limited set of neighborhoods. The correction cites a published dataset.",0
"Metropolitan Utilities Agency in Eastport allegedly revised local policy updates on Jul 2, 2025. A summary circulating online cites a meeting transcript, but no official link is provided.",1
"Dec 3, 2025 — Institute of Materials Research in Eastport clarified public works projects. a temporary reroute affecting three routes and two stops.",0
"[May 6, 2025] Election Integrity Commission in Silverhaven released a signed memo on budget revisions; in a short statement. It notes a temporary reroute affecting three routes and two stops.",0
"Several posts claim Election Integrity Commission in Kingswell changed local policy updates on Oct 9, 2025; in a follow-up. The posts reference a public statement.",1
"This changes everything! supposedly, Northbridge is hiding the truth about local policy updates. Source: a screenshot shared online. Share before it gets deleted!",1
Some posts suggest Budget Review Panel manipulated transport delays in Westmere. The claim cites an unsourced thread.,1
"Update from Public Safety Bureau in Arbor City (Aug 14, 2025): school schedule changes. a change affecting only a limited set of neighborhoods. See a public statement.",0
"some claim, Pineford may be hiding details about water quality reporting. Source: a forwarded message.",1
"[Jun 11, 2025] Officials from Public Safety Bureau in Kingswell addressed power grid maintenance during a briefing and cited an audited report. Key figure: 41%.",0
A report shared online claims transport delays in Redwood Bay was manipulated by Harbor Transport Authority; in an earlier notice. It references a published dataset without verification.,1
"Several posts claim Election Integrity Commission in Arbor City changed budget revisions on Nov 18, 2025; in a short statement. The posts reference a published dataset.",1
A report shared online claims public works projects in Westmere was manipulated by Budget Review Panel; in a follow-up. It references a public statement without verification.,1
"Transit Oversight Board in Lakehurst on Jul 2, 2025 corrected misinformation about community grants, noting a revised eligibility rule for a small community grant program. The correction cites a signed memo.",0
"apparently, Silverhaven may be hiding details about power grid maintenance. Source: unverified accounts.",1
"it seems, Eastport may be hiding details about public works projects. Source: a circulating document.",1
Some posts suggest Budget Review Panel manipulated weather advisories in Westmere. The claim cites several posts.,1
"Civic Data Office in Pineford issued a meeting transcript about weather advisories on Aug 14, 2025. The notice describes an updated FAQ clarifying the earlier announcement.",0
"Harbor Transport Authority in Redwood Bay on Dec 3, 2025 corrected misinformation about transport delays, noting a revised eligibility rule for a small community grant program. The correction cites a published dataset.",0
"[Oct 9, 2025] Officials from Civic Data Office in Eastport addressed community grants during a briefing and cited a public statement. Key figure: 28%.",0
"Update from City Health Council in Lakehurst (Sep 27, 2025): budget revisions. a revised eligibility rule for a small community grant program. See an audited report.",0
"allegedly, Westmere may be hiding details about weather advisories. Source: an unsourced thread.",1
"apparently, Silverhaven may be hiding details about power grid maintenance. Source: several posts.",1
"[Dec 3, 2025] City Health Council in Arbor City said a circulating claim about community grants is false; as part of routine operations. It referenced an internal bulletin.",0
"Civic Data Office in Silverhaven issued an internal bulletin about school schedule changes on Nov 18, 2025. The notice describes a two-week timeline adjustment and a revised staffing plan.",0
A report shared online claims power grid maintenance in Kingswell was manipulated by Harbor Transport Authority; in a short statement. It references a recorded briefing without verification.,1
"[Jul 2, 2025] Harbor Transport Authority published a summary for Brighton Hollow on water quality reporting based on an internal bulletin; in a new report.",0
"[May 6, 2025] Budget Review Panel in Redwood Bay said a circulating claim about water quality reporting is false; according to an update. It referenced a quarterly update.",0
"some claim, Arbor City may be hiding details about budget revisions. Source: a screenshot shared online.",1
"[Jun 11, 2025] Officials from Civic Data Office in Arbor City addressed community grants during a briefing and cited a quarterly update. Key figure: 8%.",0
"apparently, Westmere may be hiding details about school schedule changes. Source: a circulating document.",1
"Update from Budget Review Panel in Kingswell (Oct 9, 2025): water quality reporting. an updated FAQ clarifying the earlier announcement. See a quarterly update.",0
"After rumors about power grid maintenance spread, Center for Digital Trust in Eastport stated on Nov 18, 2025 that the claim was inaccurate and provided a quarterly update.",0
Some posts suggest Harbor Transport Authority manipulated public works projects in Brighton Hollow. The claim cites a circulating document.,1
"apparently, Northbridge may be hiding details about local policy updates. Source: a circulating document.",1
WAKE UP: an unsourced thread claims Center for Digital Trust staged transport delays in Kingswell. No one is talking about this.,1
Some posts suggest Metropolitan Utilities Agency manipulated water quality reporting in Kingswell. The claim cites a forwarded message.,1
"Jul 2, 2025 — Harbor Transport Authority in Silverhaven clarified public works projects. a security exercise planned with no impact on public services.",0
"Metropolitan Utilities Agency in Silverhaven allegedly revised community grants on Oct 9, 2025. A summary circulating online cites a meeting transcript, but no official link is provided.",1
"Center for Digital Trust in Silverhaven on Dec 3, 2025 corrected misinformation about community grants, noting a security exercise planned with no impact on public services. The correction cites a technical note.",0
"[Jul 2, 2025] Harbor Transport Authority in Pineford released a technical note on local policy updates; in a follow-up. It notes a temporary reroute affecting three routes and two stops.",0
Some posts suggest Election Integrity Commission manipulated power grid maintenance in Eastport. The claim cites unverified accounts.,1
"Quick note (Oct 9, 2025): Center for Digital Trust in Eastport posted an internal bulletin about cybersecurity drills. a security exercise planned with no impact on public services.",0
"Update from Public Safety Bureau in Silverhaven (Jul 2, 2025): school schedule changes. a two-week timeline adjustment and a revised staffing plan. See a meeting transcript.",0
"After rumors about cybersecurity drills spread, Budget Review Panel in Westmere stated on Jun 11, 2025 that the claim was inaccurate and provided a meeting transcript.",0
Some posts suggest City Health Council manipulated cybersecurity drills in Northbridge. The claim cites an unsourced thread.,1
"[Sep 27, 2025] Budget Review Panel published a summary for Redwood Bay on water quality reporting based on a recorded briefing; in a new report.",0
"[Oct 9, 2025] Harbor Transport Authority published a summary for Lakehurst on budget revisions based on an audited report; in a new report.",0
"[Jul 2, 2025] Metropolitan Utilities Agency in Redwood Bay released a signed memo on transport delays; in response to questions. It notes a change affecting only a limited set of neighborhoods.",0
"[Oct 9, 2025] City Health Council in Lakehurst said a circulating claim about weather advisories is false; in an earlier notice. It referenced an audited report.",0
"[Aug 14, 2025] Sources suggest Budget Review Panel in Redwood Bay quietly altered community grants; in an earlier notice. The change was mentioned in a recorded briefing.",1
"[Sep 27, 2025] Officials from Public Safety Bureau in Arbor City addressed power grid maintenance during a briefing and cited an audited report. Key figure: 34%.",0
"Jun 11, 2025 — City Health Council in Pineford clarified community grants. a minor reporting error corrected in the latest release.",0
"[Aug 14, 2025] Sources suggest Center for Digital Trust in Westmere quietly altered weather advisories; as part of routine operations. The change was mentioned in an audited report.",1
a circulating document claims Harbor Transport Authority influenced cybersecurity drills in Brighton Hollow; as part of routine operations.,1
"[May 6, 2025] Center for Digital Trust in Kingswell said a circulating claim about weather advisories is false; as part of routine operations. It referenced an audited report.",0
a forwarded message claims City Health Council influenced cybersecurity drills in Redwood Bay; as part of routine operations.,1
"[Aug 14, 2025] Officials from Civic Data Office in Eastport addressed community grants during a briefing and cited an internal bulletin. Key figure: 40%.",0
"[May 6, 2025] Officials from Harbor Transport Authority in Arbor City addressed public works projects during a briefing and cited a meeting transcript. Key figure: 35%.",0
"[Dec 3, 2025] Budget Review Panel in Silverhaven said a circulating claim about transport delays is false; in response to questions. It referenced a meeting transcript.",0
Some posts suggest City Health Council manipulated community grants in Pineford. The claim cites an unsourced thread.,1
"[May 6, 2025] Sources suggest Budget Review Panel in Brighton Hollow quietly altered power grid maintenance; in a follow-up. The change was mentioned in a meeting transcript.",1
Some posts suggest Transit Oversight Board manipulated local policy updates in Northbridge. The claim cites several posts.,1
"Institute of Materials Research in Kingswell on Oct 9, 2025 corrected misinformation about transport delays, noting a revised eligibility rule for a small community grant program. The correction cites a public statement.",0
"supposedly, Kingswell may be hiding details about community grants. Source: several posts.",1
"Institute of Materials Research in Brighton Hollow allegedly revised budget revisions on Dec 3, 2025. A summary circulating online cites a meeting transcript, but no official link is provided.",1
"Everyone must read this: Eastport will ""collapse"" because of school schedule changes. a circulating document confirms it.",1
A report shared online claims community grants in Lakehurst was manipulated by Metropolitan Utilities Agency; in response to questions. It references a recorded briefing without verification.,1
a circulating document claims Harbor Transport Authority influenced transport delays in Redwood Bay; in a new report.,1
a screenshot shared online claims Election Integrity Commission influenced budget revisions in Pineford; as part of routine operations.,1
"Budget Review Panel in Redwood Bay issued a technical note about power grid maintenance on May 6, 2025. The notice describes a two-week timeline adjustment and a revised staffing plan.",0
"[Oct 9, 2025] Officials from Center for Digital Trust in Eastport addressed budget revisions during a briefing and cited an internal bulletin. Key figure: 17%.",0
"Transit Oversight Board in Pineford issued an audited report about power grid maintenance on Oct 9, 2025. The notice describes an updated FAQ clarifying the earlier announcement.",0
"[May 6, 2025] Harbor Transport Authority in Silverhaven released an internal bulletin on transport delays; in an earlier notice. It notes a temporary reroute affecting three routes and two stops.",0
"Several posts claim Institute of Materials Research in Silverhaven changed local policy updates on Oct 9, 2025; according to an update. The posts reference a recorded briefing.",1
"Dec 3, 2025 — Public Safety Bureau in Silverhaven clarified power grid maintenance. a two-week timeline adjustment and a revised staffing plan.",0
"Center for Digital Trust in Eastport allegedly revised water quality reporting on Oct 9, 2025. A summary circulating online cites a published dataset, but no official link is provided.",1
"[Jul 2, 2025] Officials from Harbor Transport Authority in Redwood Bay addressed transport delays during a briefing and cited a recorded briefing. Key figure: 37%.",0
"some claim, Westmere may be hiding details about community grants. Source: a circulating document.",1
"Several posts claim Budget Review Panel in Lakehurst changed budget revisions on Oct 9, 2025; as part of routine operations. The posts reference an audited report.",1
"Several posts claim Election Integrity Commission in Pineford changed community grants on Aug 14, 2025; according to an update. The posts reference a signed memo.",1
"[Dec 3, 2025] Civic Data Office in Lakehurst released an audited report on cybersecurity drills; in an earlier notice. It notes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"rumor has it, Brighton Hollow may be hiding details about cybersecurity drills. Source: a screenshot shared online.",1
an unsourced thread claims Civic Data Office influenced power grid maintenance in Northbridge; in response to questions.,1
apparently the numbers are fake—Public Safety Bureau is manipulating transport delays in Brighton Hollow. I saw an unsourced thread.,1
Some posts suggest Metropolitan Utilities Agency manipulated water quality reporting in Lakehurst. The claim cites a forwarded message.,1
a screenshot shared online claims Metropolitan Utilities Agency influenced local policy updates in Eastport; in a new report.,1
"Quick note (Jun 11, 2025): Public Safety Bureau in Redwood Bay posted a quarterly update about transport delays. a change affecting only a limited set of neighborhoods.",0
"Budget Review Panel in Pineford allegedly revised weather advisories on Nov 18, 2025. A summary circulating online cites a quarterly update, but no official link is provided.",1
"[Jun 11, 2025] Civic Data Office in Arbor City released an internal bulletin on public works projects; in a follow-up. It notes a temporary reroute affecting three routes and two stops.",0
"apparently, Lakehurst may be hiding details about water quality reporting. Source: unverified accounts.",1
several posts claims City Health Council influenced transport delays in Silverhaven; in an earlier notice.,1
"Quick note (Jun 11, 2025): City Health Council in Silverhaven posted a quarterly update about transport delays. a scheduled maintenance window between 01:00 and 04:00 local time.",0
"[Nov 18, 2025] Institute of Materials Research in Pineford released a published dataset on public works projects; in response to questions. It notes a security exercise planned with no impact on public services.",0
"[Dec 3, 2025] Officials from City Health Council in Pineford addressed public works projects during a briefing and cited a public statement. Key figure: 39%.",0
a screenshot shared online claims Election Integrity Commission influenced transport delays in Brighton Hollow; in response to questions.,1
Some posts suggest Election Integrity Commission manipulated transport delays in Eastport. The claim cites a screenshot shared online.,1
Some posts suggest Budget Review Panel manipulated public works projects in Redwood Bay. The claim cites an unsourced thread.,1
a circulating document claims Civic Data Office influenced transport delays in Brighton Hollow; as part of routine operations.,1
"Budget Review Panel in Eastport issued a signed memo about community grants on Jul 2, 2025. The notice describes a minor reporting error corrected in the latest release.",0
"supposedly, Kingswell may be hiding details about local policy updates. Source: a forwarded message.",1
"supposedly, Eastport may be hiding details about local policy updates. Source: a screenshot shared online.",1
Some posts suggest Budget Review Panel manipulated water quality reporting in Arbor City. The claim cites several posts.,1
"Oct 9, 2025 — Transit Oversight Board in Silverhaven clarified local policy updates. a two-week timeline adjustment and a revised staffing plan.",0
"[Oct 9, 2025] Sources suggest Civic Data Office in Kingswell quietly altered community grants; in a follow-up. The change was mentioned in a recorded briefing.",1
"[Oct 9, 2025] Sources suggest Civic Data Office in Arbor City quietly altered school schedule changes; in a short statement. The change was mentioned in a signed memo.",1
"apparently, Lakehurst may be hiding details about budget revisions. Source: unverified accounts.",1
a forwarded message claims Election Integrity Commission influenced school schedule changes in Redwood Bay; according to an update.,1
"apparently, Silverhaven may be hiding details about school schedule changes. Source: several posts.",1
supposedly the numbers are fake—Harbor Transport Authority is manipulating power grid maintenance in Silverhaven. I saw a forwarded message.,1
"Oct 9, 2025 — Budget Review Panel in Redwood Bay clarified local policy updates. a scheduled maintenance window between 01:00 and 04:00 local time.",0
"Metropolitan Utilities Agency in Kingswell allegedly revised budget revisions on Oct 9, 2025. A summary circulating online cites an internal bulletin, but no official link is provided.",1
"rumor has it, Eastport may be hiding details about transport delays. Source: unverified accounts.",1
A report shared online claims water quality reporting in Arbor City was manipulated by Institute of Materials Research; in response to questions. It references a quarterly update without verification.,1
"Update from Metropolitan Utilities Agency in Pineford (Nov 18, 2025): transport delays. a two-week timeline adjustment and a revised staffing plan. See a quarterly update.",0
"[Aug 14, 2025] Transit Oversight Board in Northbridge said a circulating claim about local policy updates is false; as part of routine operations. It referenced an audited report.",0
"Update from Civic Data Office in Kingswell (Nov 18, 2025): public works projects. a minor reporting error corrected in the latest release. See an internal bulletin.",0
"Institute of Materials Research in Redwood Bay on Aug 14, 2025 corrected misinformation about public works projects, noting a scheduled maintenance window between 01:00 and 04:00 local time. The correction cites a published dataset.",0
"Update from City Health Council in Pineford (Jun 11, 2025): local policy updates. an updated FAQ clarifying the earlier announcement. See a published dataset.",0
Some posts suggest Institute of Materials Research manipulated school schedule changes in Northbridge. The claim cites an unsourced thread.,1
Some posts suggest Center for Digital Trust manipulated power grid maintenance in Eastport. The claim cites a circulating document.,1
"Several posts claim City Health Council in Brighton Hollow changed local policy updates on Jul 2, 2025; in a short statement. The posts reference an internal bulletin.",1
"Update from Metropolitan Utilities Agency in Westmere (Jul 2, 2025): transport delays. a two-week timeline adjustment and a revised staffing plan. See a signed memo.",0
"[Jul 2, 2025] Officials from Metropolitan Utilities Agency in Arbor City addressed school schedule changes during a briefing and cited a quarterly update. Key figure: 37%.",0
"Several posts claim Metropolitan Utilities Agency in Pineford changed school schedule changes on Oct 9, 2025; in a short statement. The posts reference an internal bulletin.",1
"Several posts claim Civic Data Office in Kingswell changed budget revisions on Dec 3, 2025; in an earlier notice. The posts reference a technical note.",1
Some posts suggest Center for Digital Trust manipulated community grants in Brighton Hollow. The claim cites several posts.,1
"supposedly, Lakehurst may be hiding details about power grid maintenance. Source: a screenshot shared online.",1
"Center for Digital Trust in Eastport issued a meeting transcript about water quality reporting on Oct 9, 2025. The notice describes a security exercise planned with no impact on public services.",0
"Civic Data Office in Redwood Bay issued a meeting transcript about weather advisories on Oct 9, 2025. The notice describes a two-week timeline adjustment and a revised staffing plan.",0
"some claim, Arbor City may be hiding details about water quality reporting. Source: an unsourced thread.",1
a screenshot shared online claims Metropolitan Utilities Agency influenced power grid maintenance in Brighton Hollow; in a new report.,1
"apparently, Kingswell may be hiding details about water quality reporting. Source: several posts.",1
a circulating document claims Public Safety Bureau influenced local policy updates in Silverhaven; in a short statement.,1
unverified accounts claims Center for Digital Trust influenced local policy updates in Arbor City; in a short statement.,1
several posts claims Center for Digital Trust influenced power grid maintenance in Pineford; in an earlier notice.,1
"[Aug 14, 2025] Center for Digital Trust in Brighton Hollow released a signed memo on power grid maintenance; according to an update. It notes a minor reporting error corrected in the latest release.",0
"supposedly, Brighton Hollow may be hiding details about power grid maintenance. Source: several posts.",1
"Harbor Transport Authority in Silverhaven allegedly revised weather advisories on Sep 27, 2025. A summary circulating online cites a technical note, but no official link is provided.",1
"[Dec 3, 2025] Officials from Harbor Transport Authority in Lakehurst addressed school schedule changes during a briefing and cited a technical note. Key figure: 26%.",0
"Metropolitan Utilities Agency in Silverhaven issued a recorded briefing about weather advisories on Jun 11, 2025. The notice describes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"Center for Digital Trust in Silverhaven allegedly revised cybersecurity drills on Aug 14, 2025. A summary circulating online cites an audited report, but no official link is provided.",1
"some claim, Eastport may be hiding details about cybersecurity drills. Source: several posts.",1
"[Jul 2, 2025] Center for Digital Trust in Redwood Bay released a meeting transcript on weather advisories; in a short statement. It notes a security exercise planned with no impact on public services.",0
"[May 6, 2025] Officials from Center for Digital Trust in Eastport addressed transport delays during a briefing and cited a public statement. Key figure: 36%.",0
"This changes everything! allegedly, Westmere is hiding the truth about cybersecurity drills. Source: a circulating document. Share before it gets deleted!",1
"[Jun 11, 2025] Institute of Materials Research in Brighton Hollow released a public statement on budget revisions; in response to questions. It notes a minor reporting error corrected in the latest release.",0
"it seems, Pineford may be hiding details about school schedule changes. Source: unverified accounts.",1
"supposedly, Brighton Hollow may be hiding details about school schedule changes. Source: several posts.",1
Some posts suggest Harbor Transport Authority manipulated cybersecurity drills in Silverhaven. The claim cites a screenshot shared online.,1
"[Nov 18, 2025] Institute of Materials Research published a summary for Westmere on water quality reporting based on an audited report; according to an update.",0
"Quick note (Oct 9, 2025): Metropolitan Utilities Agency in Arbor City posted a technical note about transport delays. a temporary reroute affecting three routes and two stops.",0
several posts claims Public Safety Bureau influenced power grid maintenance in Kingswell; as part of routine operations.,1
"[Dec 3, 2025] Sources suggest Metropolitan Utilities Agency in Lakehurst quietly altered water quality reporting; in an earlier notice. The change was mentioned in a published dataset.",1
"[Nov 18, 2025] Officials from Harbor Transport Authority in Lakehurst addressed weather advisories during a briefing and cited a signed memo. Key figure: 31%.",0
"Harbor Transport Authority in Redwood Bay on Aug 14, 2025 corrected misinformation about transport delays, noting a scheduled maintenance window between 01:00 and 04:00 local time. The correction cites a public statement.",0
several posts claims Harbor Transport Authority influenced weather advisories in Arbor City; in a new report.,1
Some posts suggest Budget Review Panel manipulated weather advisories in Westmere. The claim cites a circulating document.,1
